"Gate実行ID","候補ID","正規エクスポージャーID","エクスポージャー群ID","取引手段ID","シンボル","取引所またはVenue","Broker","資産クラス","リスク群","代替グループID","最終Gate分類","HardGate状態","G1日本Broker利用可否","G2_API注文口座","G3_LongShort","G4契約仕様","G5_50万円資金適合","G5_75万円資金適合","G5_100万円資金適合","G6流動性スプレッド","G7データ可否費用","G8運用リスク","G9規制税務","G10_Biasデータ完全性","最小数量1N円リスク","二Nストップ損失円","ギャップストレス損失円","四Unit理論ストップ損失円","不足している重要情報","必要証拠ID一覧","Gate理由","計算版","基準日","確認日時","確認者ロール","レビューメモ"
"GTE-P06-20260802-0001","CAN-EXP-REBUILT-034-JP059-IBSJ","EXP-REBUILT-034","CLU-EXP-REBUILT-034","VEH-JP059","JP059","CFE","Interactive Brokers Securities Japan Inc.","ボラティリティ","再構成リスク群","PG-ボラティリティ","証拠不足","証拠不足","証拠不足","プラットフォーム確認済み・銘柄単位は未確認","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","","","","","N/ATR;現在価格;契約倍率;ティックサイズ;最小数量;当初証拠金;維持証拠金;手数料;スプレッド;データ費用;銘柄単位の日本居住者利用可否","EVD-P04-0001;EVD-P04-0002","不適格確定ではなく、重要数値と利用可否の証拠が不足しているため保留","P06-v0.1-日本語再構成","2026-08-02","2026-08-02T15:44:17.6495541+09:00","実行可能性・資金Gate分析者","日本語化時に再構成。公式証拠で再確認が必要"
"GTE-P06-20260802-0001","CAN-EXP-REBUILT-035-JP060-IBSJ","EXP-REBUILT-035","CLU-EXP-REBUILT-035","VEH-JP060","JP060","NASDAQ","Interactive Brokers Securities Japan Inc.","不動産","再構成リスク群","PG-不動産","証拠不足","証拠不足","証拠不足","プラットフォーム確認済み・銘柄単位は未確認","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","","","","","N/ATR;現在価格;契約倍率;ティックサイズ;最小数量;当初証拠金;維持証拠金;手数料;スプレッド;データ費用;銘柄単位の日本居住者利用可否","EVD-P04-0001;EVD-P04-0002","不適格確定ではなく、重要数値と利用可否の証拠が不足しているため保留","P06-v0.1-日本語再構成","2026-08-02","2026-08-02T15:44:17.6495541+09:00","実行可能性・資金Gate分析者","日本語化時に再構成。公式証拠で再確認が必要"
"GTE-P06-20260802-0001","CAN-EXP-REBUILT-036-JP061-IBSJ","EXP-REBUILT-036","CLU-EXP-REBUILT-036","VEH-JP061","JP061","CME","Interactive Brokers Securities Japan Inc.","株価指数","再構成リスク群","PG-株価指数","証拠不足","証拠不足","証拠不足","プラットフォーム確認済み・銘柄単位は未確認","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","","","","","N/ATR;現在価格;契約倍率;ティックサイズ;最小数量;当初証拠金;維持証拠金;手数料;スプレッド;データ費用;銘柄単位の日本居住者利用可否","EVD-P04-0001;EVD-P04-0002","不適格確定ではなく、重要数値と利用可否の証拠が不足しているため保留","P06-v0.1-日本語再構成","2026-08-02","2026-08-02T15:44:17.6495541+09:00","実行可能性・資金Gate分析者","日本語化時に再構成。公式証拠で再確認が必要"
"GTE-P06-20260802-0001","CAN-EXP-REBUILT-037-JP062-IBSJ","EXP-REBUILT-037","CLU-EXP-REBUILT-037","VEH-JP062","JP062","CBOT","Interactive Brokers Securities Japan Inc.","金利・債券","再構成リスク群","PG-金利・債券","証拠不足","証拠不足","証拠不足","プラットフォーム確認済み・銘柄単位は未確認","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","","","","","N/ATR;現在価格;契約倍率;ティックサイズ;最小数量;当初証拠金;維持証拠金;手数料;スプレッド;データ費用;銘柄単位の日本居住者利用可否","EVD-P04-0001;EVD-P04-0002","不適格確定ではなく、重要数値と利用可否の証拠が不足しているため保留","P06-v0.1-日本語再構成","2026-08-02","2026-08-02T15:44:17.6495541+09:00","実行可能性・資金Gate分析者","日本語化時に再構成。公式証拠で再確認が必要"
"GTE-P06-20260802-0001","CAN-EXP-REBUILT-038-JP063-IBSJ","EXP-REBUILT-038","CLU-EXP-REBUILT-038","VEH-JP063","JP063","NYMEX","Interactive Brokers Securities Japan Inc.","為替","再構成リスク群","PG-為替","証拠不足","証拠不足","証拠不足","プラットフォーム確認済み・銘柄単位は未確認","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","","","","","N/ATR;現在価格;契約倍率;ティックサイズ;最小数量;当初証拠金;維持証拠金;手数料;スプレッド;データ費用;銘柄単位の日本居住者利用可否","EVD-P04-0001;EVD-P04-0002","不適格確定ではなく、重要数値と利用可否の証拠が不足しているため保留","P06-v0.1-日本語再構成","2026-08-02","2026-08-02T15:44:17.6495541+09:00","実行可能性・資金Gate分析者","日本語化時に再構成。公式証拠で再確認が必要"
"GTE-P06-20260802-0001","CAN-EXP-REBUILT-039-JP064-IBSJ","EXP-REBUILT-039","CLU-EXP-REBUILT-039","VEH-JP064","JP064","COMEX","Interactive Brokers Securities Japan Inc.","エネルギー","再構成リスク群","PG-エネルギー","証拠不足","証拠不足","証拠不足","プラットフォーム確認済み・銘柄単位は未確認","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","","","","","N/ATR;現在価格;契約倍率;ティックサイズ;最小数量;当初証拠金;維持証拠金;手数料;スプレッド;データ費用;銘柄単位の日本居住者利用可否","EVD-P04-0001;EVD-P04-0002","不適格確定ではなく、重要数値と利用可否の証拠が不足しているため保留","P06-v0.1-日本語再構成","2026-08-02","2026-08-02T15:44:17.6495541+09:00","実行可能性・資金Gate分析者","日本語化時に再構成。公式証拠で再確認が必要"
"GTE-P06-20260802-0001","CAN-EXP-REBUILT-040-JP065-IBSJ","EXP-REBUILT-040","CLU-EXP-REBUILT-040","VEH-JP065","JP065","ICEUS","Interactive Brokers Securities Japan Inc.","環境・電力","再構成リスク群","PG-環境・電力","証拠不足","証拠不足","証拠不足","プラットフォーム確認済み・銘柄単位は未確認","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","","","","","N/ATR;現在価格;契約倍率;ティックサイズ;最小数量;当初証拠金;維持証拠金;手数料;スプレッド;データ費用;銘柄単位の日本居住者利用可否","EVD-P04-0001;EVD-P04-0002","不適格確定ではなく、重要数値と利用可否の証拠が不足しているため保留","P06-v0.1-日本語再構成","2026-08-02","2026-08-02T15:44:17.6495541+09:00","実行可能性・資金Gate分析者","日本語化時に再構成。公式証拠で再確認が必要"
"GTE-P06-20260802-0001","CAN-EXP-REBUILT-041-JP066-IBSJ","EXP-REBUILT-041","CLU-EXP-REBUILT-041","VEH-JP066","JP066","ICEEU","Interactive Brokers Securities Japan Inc.","金属","再構成リスク群","PG-金属","証拠不足","証拠不足","証拠不足","プラットフォーム確認済み・銘柄単位は未確認","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","","","","","N/ATR;現在価格;契約倍率;ティックサイズ;最小数量;当初証拠金;維持証拠金;手数料;スプレッド;データ費用;銘柄単位の日本居住者利用可否","EVD-P04-0001;EVD-P04-0002","不適格確定ではなく、重要数値と利用可否の証拠が不足しているため保留","P06-v0.1-日本語再構成","2026-08-02","2026-08-02T15:44:17.6495541+09:00","実行可能性・資金Gate分析者","日本語化時に再構成。公式証拠で再確認が必要"
"GTE-P06-20260802-0001","CAN-EXP-REBUILT-042-JP067-IBSJ","EXP-REBUILT-042","CLU-EXP-REBUILT-042","VEH-JP067","JP067","OSE","Interactive Brokers Securities Japan Inc.","穀物・油糧種子","再構成リスク群","PG-穀物・油糧種子","証拠不足","証拠不足","証拠不足","プラットフォーム確認済み・銘柄単位は未確認","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","","","","","N/ATR;現在価格;契約倍率;ティックサイズ;最小数量;当初証拠金;維持証拠金;手数料;スプレッド;データ費用;銘柄単位の日本居住者利用可否","EVD-P04-0001;EVD-P04-0002","不適格確定ではなく、重要数値と利用可否の証拠が不足しているため保留","P06-v0.1-日本語再構成","2026-08-02","2026-08-02T15:44:17.6495541+09:00","実行可能性・資金Gate分析者","日本語化時に再構成。公式証拠で再確認が必要"
"GTE-P06-20260802-0001","CAN-EXP-REBUILT-043-JP068-IBSJ","EXP-REBUILT-043","CLU-EXP-REBUILT-043","VEH-JP068","JP068","TOCOM","Interactive Brokers Securities Japan Inc.","畜産","再構成リスク群","PG-畜産","証拠不足","証拠不足","証拠不足","プラットフォーム確認済み・銘柄単位は未確認","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","","","","","N/ATR;現在価格;契約倍率;ティックサイズ;最小数量;当初証拠金;維持証拠金;手数料;スプレッド;データ費用;銘柄単位の日本居住者利用可否","EVD-P04-0001;EVD-P04-0002","不適格確定ではなく、重要数値と利用可否の証拠が不足しているため保留","P06-v0.1-日本語再構成","2026-08-02","2026-08-02T15:44:17.6495541+09:00","実行可能性・資金Gate分析者","日本語化時に再構成。公式証拠で再確認が必要"
"GTE-P06-20260802-0001","CAN-EXP-REBUILT-044-JP069-IBSJ","EXP-REBUILT-044","CLU-EXP-REBUILT-044","VEH-JP069","JP069","EUREX","Interactive Brokers Securities Japan Inc.","暗号資産","再構成リスク群","PG-暗号資産","証拠不足","証拠不足","証拠不足","プラットフォーム確認済み・銘柄単位は未確認","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","","","","","N/ATR;現在価格;契約倍率;ティックサイズ;最小数量;当初証拠金;維持証拠金;手数料;スプレッド;データ費用;銘柄単位の日本居住者利用可否","EVD-P04-0001;EVD-P04-0002","不適格確定ではなく、重要数値と利用可否の証拠が不足しているため保留","P06-v0.1-日本語再構成","2026-08-02","2026-08-02T15:44:17.6495541+09:00","実行可能性・資金Gate分析者","日本語化時に再構成。公式証拠で再確認が必要"
"GTE-P06-20260802-0001","CAN-EXP-REBUILT-045-JP070-IBSJ","EXP-REBUILT-045","CLU-EXP-REBUILT-045","VEH-JP070","JP070","SGX","Interactive Brokers Securities Japan Inc.","ソフトコモディティ","再構成リスク群","PG-ソフトコモディティ","証拠不足","証拠不足","証拠不足","プラットフォーム確認済み・銘柄単位は未確認","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","","","","","N/ATR;現在価格;契約倍率;ティックサイズ;最小数量;当初証拠金;維持証拠金;手数料;スプレッド;データ費用;銘柄単位の日本居住者利用可否","EVD-P04-0001;EVD-P04-0002","不適格確定ではなく、重要数値と利用可否の証拠が不足しているため保留","P06-v0.1-日本語再構成","2026-08-02","2026-08-02T15:44:17.6495541+09:00","実行可能性・資金Gate分析者","日本語化時に再構成。公式証拠で再確認が必要"
"GTE-P06-20260802-0001","CAN-EXP-REBUILT-046-JP071-IBSJ","EXP-REBUILT-046","CLU-EXP-REBUILT-046","VEH-JP071","JP071","CFE","Interactive Brokers Securities Japan Inc.","ボラティリティ","再構成リスク群","PG-ボラティリティ","証拠不足","証拠不足","証拠不足","プラットフォーム確認済み・銘柄単位は未確認","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","","","","","N/ATR;現在価格;契約倍率;ティックサイズ;最小数量;当初証拠金;維持証拠金;手数料;スプレッド;データ費用;銘柄単位の日本居住者利用可否","EVD-P04-0001;EVD-P04-0002","不適格確定ではなく、重要数値と利用可否の証拠が不足しているため保留","P06-v0.1-日本語再構成","2026-08-02","2026-08-02T15:44:17.6495541+09:00","実行可能性・資金Gate分析者","日本語化時に再構成。公式証拠で再確認が必要"
"GTE-P06-20260802-0001","CAN-EXP-REBUILT-047-JP072-IBSJ","EXP-REBUILT-047","CLU-EXP-REBUILT-047","VEH-JP072","JP072","NASDAQ","Interactive Brokers Securities Japan Inc.","不動産","再構成リスク群","PG-不動産","証拠不足","証拠不足","証拠不足","プラットフォーム確認済み・銘柄単位は未確認","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","","","","","N/ATR;現在価格;契約倍率;ティックサイズ;最小数量;当初証拠金;維持証拠金;手数料;スプレッド;データ費用;銘柄単位の日本居住者利用可否","EVD-P04-0001;EVD-P04-0002","不適格確定ではなく、重要数値と利用可否の証拠が不足しているため保留","P06-v0.1-日本語再構成","2026-08-02","2026-08-02T15:44:17.6495541+09:00","実行可能性・資金Gate分析者","日本語化時に再構成。公式証拠で再確認が必要"
"GTE-P06-20260802-0001","CAN-EXP-REBUILT-048-JP073-IBSJ","EXP-REBUILT-048","CLU-EXP-REBUILT-048","VEH-JP073","JP073","CME","Interactive Brokers Securities Japan Inc.","株価指数","再構成リスク群","PG-株価指数","証拠不足","証拠不足","証拠不足","プラットフォーム確認済み・銘柄単位は未確認","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","","","","","N/ATR;現在価格;契約倍率;ティックサイズ;最小数量;当初証拠金;維持証拠金;手数料;スプレッド;データ費用;銘柄単位の日本居住者利用可否","EVD-P04-0001;EVD-P04-0002","不適格確定ではなく、重要数値と利用可否の証拠が不足しているため保留","P06-v0.1-日本語再構成","2026-08-02","2026-08-02T15:44:17.6495541+09:00","実行可能性・資金Gate分析者","日本語化時に再構成。公式証拠で再確認が必要"
"GTE-P06-20260802-0001","CAN-EXP-REBUILT-049-JP074-IBSJ","EXP-REBUILT-049","CLU-EXP-REBUILT-049","VEH-JP074","JP074","CBOT","Interactive Brokers Securities Japan Inc.","金利・債券","再構成リスク群","PG-金利・債券","証拠不足","証拠不足","証拠不足","プラットフォーム確認済み・銘柄単位は未確認","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","","","","","N/ATR;現在価格;契約倍率;ティックサイズ;最小数量;当初証拠金;維持証拠金;手数料;スプレッド;データ費用;銘柄単位の日本居住者利用可否","EVD-P04-0001;EVD-P04-0002","不適格確定ではなく、重要数値と利用可否の証拠が不足しているため保留","P06-v0.1-日本語再構成","2026-08-02","2026-08-02T15:44:17.6495541+09:00","実行可能性・資金Gate分析者","日本語化時に再構成。公式証拠で再確認が必要"
"GTE-P06-20260802-0001","CAN-EXP-REBUILT-050-JP075-IBSJ","EXP-REBUILT-050","CLU-EXP-REBUILT-050","VEH-JP075","JP075","NYMEX","Interactive Brokers Securities Japan Inc.","為替","再構成リスク群","PG-為替","証拠不足","証拠不足","証拠不足","プラットフォーム確認済み・銘柄単位は未確認","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","","","","","N/ATR;現在価格;契約倍率;ティックサイズ;最小数量;当初証拠金;維持証拠金;手数料;スプレッド;データ費用;銘柄単位の日本居住者利用可否","EVD-P04-0001;EVD-P04-0002","不適格確定ではなく、重要数値と利用可否の証拠が不足しているため保留","P06-v0.1-日本語再構成","2026-08-02","2026-08-02T15:44:17.6495541+09:00","実行可能性・資金Gate分析者","日本語化時に再構成。公式証拠で再確認が必要"
"GTE-P06-20260802-0001","CAN-EXP-REBUILT-051-JP076-IBSJ","EXP-REBUILT-051","CLU-EXP-REBUILT-051","VEH-JP076","JP076","COMEX","Interactive Brokers Securities Japan Inc.","エネルギー","再構成リスク群","PG-エネルギー","証拠不足","証拠不足","証拠不足","プラットフォーム確認済み・銘柄単位は未確認","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","","","","","N/ATR;現在価格;契約倍率;ティックサイズ;最小数量;当初証拠金;維持証拠金;手数料;スプレッド;データ費用;銘柄単位の日本居住者利用可否","EVD-P04-0001;EVD-P04-0002","不適格確定ではなく、重要数値と利用可否の証拠が不足しているため保留","P06-v0.1-日本語再構成","2026-08-02","2026-08-02T15:44:17.6495541+09:00","実行可能性・資金Gate分析者","日本語化時に再構成。公式証拠で再確認が必要"
"GTE-P06-20260802-0001","CAN-EXP-REBUILT-052-JP077-IBSJ","EXP-REBUILT-052","CLU-EXP-REBUILT-052","VEH-JP077","JP077","ICEUS","Interactive Brokers Securities Japan Inc.","環境・電力","再構成リスク群","PG-環境・電力","証拠不足","証拠不足","証拠不足","プラットフォーム確認済み・銘柄単位は未確認","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","","","","","N/ATR;現在価格;契約倍率;ティックサイズ;最小数量;当初証拠金;維持証拠金;手数料;スプレッド;データ費用;銘柄単位の日本居住者利用可否","EVD-P04-0001;EVD-P04-0002","不適格確定ではなく、重要数値と利用可否の証拠が不足しているため保留","P06-v0.1-日本語再構成","2026-08-02","2026-08-02T15:44:17.6495541+09:00","実行可能性・資金Gate分析者","日本語化時に再構成。公式証拠で再確認が必要"
"GTE-P06-20260802-0001","CAN-EXP-REBUILT-053-JP078-IBSJ","EXP-REBUILT-053","CLU-EXP-REBUILT-053","VEH-JP078","JP078","ICEEU","Interactive Brokers Securities Japan Inc.","金属","再構成リスク群","PG-金属","証拠不足","証拠不足","証拠不足","プラットフォーム確認済み・銘柄単位は未確認","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","","","","","N/ATR;現在価格;契約倍率;ティックサイズ;最小数量;当初証拠金;維持証拠金;手数料;スプレッド;データ費用;銘柄単位の日本居住者利用可否","EVD-P04-0001;EVD-P04-0002","不適格確定ではなく、重要数値と利用可否の証拠が不足しているため保留","P06-v0.1-日本語再構成","2026-08-02","2026-08-02T15:44:17.6495541+09:00","実行可能性・資金Gate分析者","日本語化時に再構成。公式証拠で再確認が必要"
"GTE-P06-20260802-0001","CAN-EXP-REBUILT-054-JP079-IBSJ","EXP-REBUILT-054","CLU-EXP-REBUILT-054","VEH-JP079","JP079","OSE","Interactive Brokers Securities Japan Inc.","穀物・油糧種子","再構成リスク群","PG-穀物・油糧種子","証拠不足","証拠不足","証拠不足","プラットフォーム確認済み・銘柄単位は未確認","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","","","","","N/ATR;現在価格;契約倍率;ティックサイズ;最小数量;当初証拠金;維持証拠金;手数料;スプレッド;データ費用;銘柄単位の日本居住者利用可否","EVD-P04-0001;EVD-P04-0002","不適格確定ではなく、重要数値と利用可否の証拠が不足しているため保留","P06-v0.1-日本語再構成","2026-08-02","2026-08-02T15:44:17.6495541+09:00","実行可能性・資金Gate分析者","日本語化時に再構成。公式証拠で再確認が必要"
"GTE-P06-20260802-0001","CAN-EXP-REBUILT-055-JP080-IBSJ","EXP-REBUILT-055","CLU-EXP-REBUILT-055","VEH-JP080","JP080","TOCOM","Interactive Brokers Securities Japan Inc.","畜産","再構成リスク群","PG-畜産","証拠不足","証拠不足","証拠不足","プラットフォーム確認済み・銘柄単位は未確認","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","","","","","N/ATR;現在価格;契約倍率;ティックサイズ;最小数量;当初証拠金;維持証拠金;手数料;スプレッド;データ費用;銘柄単位の日本居住者利用可否","EVD-P04-0001;EVD-P04-0002","不適格確定ではなく、重要数値と利用可否の証拠が不足しているため保留","P06-v0.1-日本語再構成","2026-08-02","2026-08-02T15:44:17.6495541+09:00","実行可能性・資金Gate分析者","日本語化時に再構成。公式証拠で再確認が必要"
"GTE-P06-20260802-0001","CAN-EXP-REBUILT-056-JP081-IBSJ","EXP-REBUILT-056","CLU-EXP-REBUILT-056","VEH-JP081","JP081","EUREX","Interactive Brokers Securities Japan Inc.","暗号資産","再構成リスク群","PG-暗号資産","証拠不足","証拠不足","証拠不足","プラットフォーム確認済み・銘柄単位は未確認","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","","","","","N/ATR;現在価格;契約倍率;ティックサイズ;最小数量;当初証拠金;維持証拠金;手数料;スプレッド;データ費用;銘柄単位の日本居住者利用可否","EVD-P04-0001;EVD-P04-0002","不適格確定ではなく、重要数値と利用可否の証拠が不足しているため保留","P06-v0.1-日本語再構成","2026-08-02","2026-08-02T15:44:17.6495541+09:00","実行可能性・資金Gate分析者","日本語化時に再構成。公式証拠で再確認が必要"
"GTE-P06-20260802-0001","CAN-EXP-REBUILT-057-JP082-IBSJ","EXP-REBUILT-057","CLU-EXP-REBUILT-057","VEH-JP082","JP082","SGX","Interactive Brokers Securities Japan Inc.","ソフトコモディティ","再構成リスク群","PG-ソフトコモディティ","証拠不足","証拠不足","証拠不足","プラットフォーム確認済み・銘柄単位は未確認","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","","","","","N/ATR;現在価格;契約倍率;ティックサイズ;最小数量;当初証拠金;維持証拠金;手数料;スプレッド;データ費用;銘柄単位の日本居住者利用可否","EVD-P04-0001;EVD-P04-0002","不適格確定ではなく、重要数値と利用可否の証拠が不足しているため保留","P06-v0.1-日本語再構成","2026-08-02","2026-08-02T15:44:17.6495541+09:00","実行可能性・資金Gate分析者","日本語化時に再構成。公式証拠で再確認が必要"
"GTE-P06-20260802-0001","CAN-EXP-REBUILT-058-JP083-IBSJ","EXP-REBUILT-058","CLU-EXP-REBUILT-058","VEH-JP083","JP083","CFE","Interactive Brokers Securities Japan Inc.","ボラティリティ","再構成リスク群","PG-ボラティリティ","証拠不足","証拠不足","証拠不足","プラットフォーム確認済み・銘柄単位は未確認","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","","","","","N/ATR;現在価格;契約倍率;ティックサイズ;最小数量;当初証拠金;維持証拠金;手数料;スプレッド;データ費用;銘柄単位の日本居住者利用可否","EVD-P04-0001;EVD-P04-0002","不適格確定ではなく、重要数値と利用可否の証拠が不足しているため保留","P06-v0.1-日本語再構成","2026-08-02","2026-08-02T15:44:17.6495541+09:00","実行可能性・資金Gate分析者","日本語化時に再構成。公式証拠で再確認が必要"
"GTE-P06-20260802-0001","CAN-EXP-REBUILT-059-JP084-IBSJ","EXP-REBUILT-059","CLU-EXP-REBUILT-059","VEH-JP084","JP084","NASDAQ","Interactive Brokers Securities Japan Inc.","不動産","再構成リスク群","PG-不動産","証拠不足","証拠不足","証拠不足","プラットフォーム確認済み・銘柄単位は未確認","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","","","","","N/ATR;現在価格;契約倍率;ティックサイズ;最小数量;当初証拠金;維持証拠金;手数料;スプレッド;データ費用;銘柄単位の日本居住者利用可否","EVD-P04-0001;EVD-P04-0002","不適格確定ではなく、重要数値と利用可否の証拠が不足しているため保留","P06-v0.1-日本語再構成","2026-08-02","2026-08-02T15:44:17.6495541+09:00","実行可能性・資金Gate分析者","日本語化時に再構成。公式証拠で再確認が必要"
"GTE-P06-20260802-0001","CAN-EXP-REBUILT-060-JP085-IBSJ","EXP-REBUILT-060","CLU-EXP-REBUILT-060","VEH-JP085","JP085","CME","Interactive Brokers Securities Japan Inc.","株価指数","再構成リスク群","PG-株価指数","証拠不足","証拠不足","証拠不足","プラットフォーム確認済み・銘柄単位は未確認","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","","","","","N/ATR;現在価格;契約倍率;ティックサイズ;最小数量;当初証拠金;維持証拠金;手数料;スプレッド;データ費用;銘柄単位の日本居住者利用可否","EVD-P04-0001;EVD-P04-0002","不適格確定ではなく、重要数値と利用可否の証拠が不足しているため保留","P06-v0.1-日本語再構成","2026-08-02","2026-08-02T15:44:17.6495541+09:00","実行可能性・資金Gate分析者","日本語化時に再構成。公式証拠で再確認が必要"
"GTE-P06-20260802-0001","CAN-EXP-REBUILT-061-JP086-IBSJ","EXP-REBUILT-061","CLU-EXP-REBUILT-061","VEH-JP086","JP086","CBOT","Interactive Brokers Securities Japan Inc.","金利・債券","再構成リスク群","PG-金利・債券","証拠不足","証拠不足","証拠不足","プラットフォーム確認済み・銘柄単位は未確認","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","","","","","N/ATR;現在価格;契約倍率;ティックサイズ;最小数量;当初証拠金;維持証拠金;手数料;スプレッド;データ費用;銘柄単位の日本居住者利用可否","EVD-P04-0001;EVD-P04-0002","不適格確定ではなく、重要数値と利用可否の証拠が不足しているため保留","P06-v0.1-日本語再構成","2026-08-02","2026-08-02T15:44:17.6495541+09:00","実行可能性・資金Gate分析者","日本語化時に再構成。公式証拠で再確認が必要"
"GTE-P06-20260802-0001","CAN-EXP-REBUILT-062-JP087-IBSJ","EXP-REBUILT-062","CLU-EXP-REBUILT-062","VEH-JP087","JP087","NYMEX","Interactive Brokers Securities Japan Inc.","為替","再構成リスク群","PG-為替","証拠不足","証拠不足","証拠不足","プラットフォーム確認済み・銘柄単位は未確認","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","","","","","N/ATR;現在価格;契約倍率;ティックサイズ;最小数量;当初証拠金;維持証拠金;手数料;スプレッド;データ費用;銘柄単位の日本居住者利用可否","EVD-P04-0001;EVD-P04-0002","不適格確定ではなく、重要数値と利用可否の証拠が不足しているため保留","P06-v0.1-日本語再構成","2026-08-02","2026-08-02T15:44:17.6495541+09:00","実行可能性・資金Gate分析者","日本語化時に再構成。公式証拠で再確認が必要"
"GTE-P06-20260802-0001","CAN-EXP-REBUILT-063-JP088-IBSJ","EXP-REBUILT-063","CLU-EXP-REBUILT-063","VEH-JP088","JP088","COMEX","Interactive Brokers Securities Japan Inc.","エネルギー","再構成リスク群","PG-エネルギー","証拠不足","証拠不足","証拠不足","プラットフォーム確認済み・銘柄単位は未確認","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","","","","","N/ATR;現在価格;契約倍率;ティックサイズ;最小数量;当初証拠金;維持証拠金;手数料;スプレッド;データ費用;銘柄単位の日本居住者利用可否","EVD-P04-0001;EVD-P04-0002","不適格確定ではなく、重要数値と利用可否の証拠が不足しているため保留","P06-v0.1-日本語再構成","2026-08-02","2026-08-02T15:44:17.6495541+09:00","実行可能性・資金Gate分析者","日本語化時に再構成。公式証拠で再確認が必要"
