"exposure_cluster_id","canonical_exposure_id","original_exposure_id","candidate_id","vehicle_id","exposure_name_ja","exposure_name_en","asset_class","risk_cluster","proxy_group_id","direct_or_proxy","proxy_role","vehicle_type","symbol","exchange_or_venue","broker","broker_contract_id","hard_gate_status","evidence_confidence","evidence_ids","vehicle_difference_notes","p06_tracking_notes","created_at","updated_at"
"CLU-EXP-AGRI-US-WHEAT","EXP-AGRI-US-WHEAT","EXP-AGRI-US-WHEAT","CAN-EXP-AGRI-US-WHEAT-FUTURE-STANDARD-CBOT-ZW-IBSJ","VEH-FUTURE-STANDARD-CBOT-ZW","シカゴ小麦","Chicago Wheat","grains_oilseeds","agri_grain","PG-GRAINS-OILSEEDS","direct_listed_derivative","same_underlying_vehicle_variant","future_standard","ZW","CBOT","Interactive Brokers Securities Japan Inc.","","pending_evidence","B","EVD-P04-0001;EVD-P04-0002;EVD-P04-0003;EVD-P04-0004;EVD-P04-0005;EVD-P04-0006;EVD-P04-0007;EVD-P04-0008;EVD-P04-0009;EVD-P04-0010;EVD-P04-0011;EVD-P04-0012;EVD-P04-0013","Standard futures contract; capital fit depends on multiplier and margin in P06. Delivery/settlement risk unknown. Contract multiplier pending. Initial margin pending. Realtime data availability pending.","Use candidate_id as immutable key. P06 must verify multiplier, tick, margin, minimum quantity, data, and symbol-level Japan eligibility before pass.","2026-08-02T15:14:39.3532820+09:00","2026-08-02T15:14:39.3532820+09:00"
"CLU-EXP-AGRI-US-WHEAT","EXP-AGRI-US-WHEAT","EXP-AGRI-US-WHEAT","CAN-EXP-AGRI-US-WHEAT-FUTURE-MICRO-CBOT-XW-IBSJ","VEH-FUTURE-MICRO-CBOT-XW","シカゴ小麦","Chicago Wheat","grains_oilseeds","agri_grain","PG-GRAINS-OILSEEDS","direct_listed_derivative","same_underlying_vehicle_variant","future_micro","XW","CBOT","Interactive Brokers Securities Japan Inc.","","pending_evidence","B","EVD-P04-0001;EVD-P04-0002;EVD-P04-0003;EVD-P04-0004;EVD-P04-0005;EVD-P04-0006;EVD-P04-0007;EVD-P04-0008;EVD-P04-0009;EVD-P04-0010;EVD-P04-0011;EVD-P04-0012;EVD-P04-0013","Micro contract; lower capital requirement expected; multiplier must be verified in P06. Delivery/settlement risk unknown. Contract multiplier pending. Initial margin pending. Realtime data availability pending.","Use candidate_id as immutable key. P06 must verify multiplier, tick, margin, minimum quantity, data, and symbol-level Japan eligibility before pass.","2026-08-02T15:14:39.3532820+09:00","2026-08-02T15:14:39.3532820+09:00"
"CLU-EXP-AGRI-US-SOYBEANS","EXP-AGRI-US-SOYBEANS","EXP-AGRI-US-SOYBEANS","CAN-EXP-AGRI-US-SOYBEANS-FUTURE-STANDARD-CBOT-ZS-IBSJ","VEH-FUTURE-STANDARD-CBOT-ZS","大豆","Soybeans","grains_oilseeds","agri_oilseed","PG-GRAINS-OILSEEDS","direct_listed_derivative","same_underlying_vehicle_variant","future_standard","ZS","CBOT","Interactive Brokers Securities Japan Inc.","","pending_evidence","B","EVD-P04-0001;EVD-P04-0002;EVD-P04-0003;EVD-P04-0004;EVD-P04-0005;EVD-P04-0006;EVD-P04-0007;EVD-P04-0008;EVD-P04-0009;EVD-P04-0010;EVD-P04-0011;EVD-P04-0012;EVD-P04-0013","Standard futures contract; capital fit depends on multiplier and margin in P06. Delivery/settlement risk unknown. Contract multiplier pending. Initial margin pending. Realtime data availability pending.","Use candidate_id as immutable key. P06 must verify multiplier, tick, margin, minimum quantity, data, and symbol-level Japan eligibility before pass.","2026-08-02T15:14:39.3532820+09:00","2026-08-02T15:14:39.3532820+09:00"
"CLU-EXP-AGRI-US-SOYBEANS","EXP-AGRI-US-SOYBEANS","EXP-AGRI-US-SOYBEANS","CAN-EXP-AGRI-US-SOYBEANS-FUTURE-MICRO-CBOT-XK-IBSJ","VEH-FUTURE-MICRO-CBOT-XK","大豆","Soybeans","grains_oilseeds","agri_oilseed","PG-GRAINS-OILSEEDS","direct_listed_derivative","same_underlying_vehicle_variant","future_micro","XK","CBOT","Interactive Brokers Securities Japan Inc.","","pending_evidence","B","EVD-P04-0001;EVD-P04-0002;EVD-P04-0003;EVD-P04-0004;EVD-P04-0005;EVD-P04-0006;EVD-P04-0007;EVD-P04-0008;EVD-P04-0009;EVD-P04-0010;EVD-P04-0011;EVD-P04-0012;EVD-P04-0013","Micro contract; lower capital requirement expected; multiplier must be verified in P06. Delivery/settlement risk unknown. Contract multiplier pending. Initial margin pending. Realtime data availability pending.","Use candidate_id as immutable key. P06 must verify multiplier, tick, margin, minimum quantity, data, and symbol-level Japan eligibility before pass.","2026-08-02T15:14:39.3532820+09:00","2026-08-02T15:14:39.3532820+09:00"
"CLU-EXP-AGRI-US-SOYMEAL","EXP-AGRI-US-SOYMEAL","EXP-AGRI-US-SOYMEAL","CAN-EXP-AGRI-US-SOYMEAL-FUTURE-STANDARD-CBOT-ZM-IBSJ","VEH-FUTURE-STANDARD-CBOT-ZM","大豆ミール","Soybean Meal","grains_oilseeds","agri_oilseed","PG-GRAINS-OILSEEDS","direct_listed_derivative","same_risk_cluster_distinct_underlying","future_standard","ZM","CBOT","Interactive Brokers Securities Japan Inc.","","pending_evidence","B","EVD-P04-0001;EVD-P04-0002;EVD-P04-0003;EVD-P04-0004;EVD-P04-0005;EVD-P04-0006;EVD-P04-0007;EVD-P04-0008;EVD-P04-0009;EVD-P04-0010;EVD-P04-0011;EVD-P04-0012;EVD-P04-0013","Standard futures contract; capital fit depends on multiplier and margin in P06. Delivery/settlement risk unknown. Contract multiplier pending. Initial margin pending. Realtime data availability pending.","Use candidate_id as immutable key. P06 must verify multiplier, tick, margin, minimum quantity, data, and symbol-level Japan eligibility before pass.","2026-08-02T15:14:39.3532820+09:00","2026-08-02T15:14:39.3532820+09:00"
"CLU-EXP-AGRI-US-SOYOIL","EXP-AGRI-US-SOYOIL","EXP-AGRI-US-SOYOIL","CAN-EXP-AGRI-US-SOYOIL-FUTURE-STANDARD-CBOT-ZL-IBSJ","VEH-FUTURE-STANDARD-CBOT-ZL","大豆油","Soybean Oil","grains_oilseeds","agri_oilseed","PG-GRAINS-OILSEEDS","direct_listed_derivative","same_risk_cluster_distinct_underlying","future_standard","ZL","CBOT","Interactive Brokers Securities Japan Inc.","","pending_evidence","B","EVD-P04-0001;EVD-P04-0002;EVD-P04-0003;EVD-P04-0004;EVD-P04-0005;EVD-P04-0006;EVD-P04-0007;EVD-P04-0008;EVD-P04-0009;EVD-P04-0010;EVD-P04-0011;EVD-P04-0012;EVD-P04-0013","Standard futures contract; capital fit depends on multiplier and margin in P06. Delivery/settlement risk unknown. Contract multiplier pending. Initial margin pending. Realtime data availability pending.","Use candidate_id as immutable key. P06 must verify multiplier, tick, margin, minimum quantity, data, and symbol-level Japan eligibility before pass.","2026-08-02T15:14:39.3532820+09:00","2026-08-02T15:14:39.3532820+09:00"
"CLU-EXP-AGRI-US-KCWHEAT","EXP-AGRI-US-KCWHEAT","EXP-AGRI-US-KCWHEAT","CAN-EXP-AGRI-US-KCWHEAT-FUTURE-STANDARD-CBOT-KE-IBSJ","VEH-FUTURE-STANDARD-CBOT-KE","KC小麦","Kansas City HRW Wheat","grains_oilseeds","agri_grain","PG-GRAINS-OILSEEDS","direct_listed_derivative","same_risk_cluster_distinct_underlying","future_standard","KE","CBOT","Interactive Brokers Securities Japan Inc.","","pending_evidence","B","EVD-P04-0001;EVD-P04-0002;EVD-P04-0003;EVD-P04-0004;EVD-P04-0005;EVD-P04-0006;EVD-P04-0007;EVD-P04-0008;EVD-P04-0009;EVD-P04-0010;EVD-P04-0011;EVD-P04-0012;EVD-P04-0013","Standard futures contract; capital fit depends on multiplier and margin in P06. Delivery/settlement risk unknown. Contract multiplier pending. Initial margin pending. Realtime data availability pending.","Use candidate_id as immutable key. P06 must verify multiplier, tick, margin, minimum quantity, data, and symbol-level Japan eligibility before pass.","2026-08-02T15:14:39.3532820+09:00","2026-08-02T15:14:39.3532820+09:00"
"CLU-EXP-LIVESTOCK-US-LIVECATTLE","EXP-LIVESTOCK-US-LIVECATTLE","EXP-LIVESTOCK-US-LIVECATTLE","CAN-EXP-LIVESTOCK-US-LIVECATTLE-FUTURE-STANDARD-CME-LE-IBSJ","VEH-FUTURE-STANDARD-CME-LE","生牛","Live Cattle","livestock","livestock","PG-LIVESTOCK","direct_listed_derivative","same_risk_cluster_distinct_underlying","future_standard","LE","CME","Interactive Brokers Securities Japan Inc.","","pending_evidence","B","EVD-P04-0001;EVD-P04-0002;EVD-P04-0003;EVD-P04-0004;EVD-P04-0005;EVD-P04-0006;EVD-P04-0007;EVD-P04-0008;EVD-P04-0009;EVD-P04-0010;EVD-P04-0011;EVD-P04-0012;EVD-P04-0013","Standard futures contract; capital fit depends on multiplier and margin in P06. Delivery/settlement risk unknown. Contract multiplier pending. Initial margin pending. Realtime data availability pending.","Use candidate_id as immutable key. P06 must verify multiplier, tick, margin, minimum quantity, data, and symbol-level Japan eligibility before pass.","2026-08-02T15:14:39.3532820+09:00","2026-08-02T15:14:39.3532820+09:00"
"CLU-EXP-LIVESTOCK-US-FEEDERCATTLE","EXP-LIVESTOCK-US-FEEDERCATTLE","EXP-LIVESTOCK-US-FEEDERCATTLE","CAN-EXP-LIVESTOCK-US-FEEDERCATTLE-FUTURE-STANDARD-CME-GF-IBSJ","VEH-FUTURE-STANDARD-CME-GF","肥育牛","Feeder Cattle","livestock","livestock","PG-LIVESTOCK","direct_listed_derivative","same_risk_cluster_distinct_underlying","future_standard","GF","CME","Interactive Brokers Securities Japan Inc.","","pending_evidence","B","EVD-P04-0001;EVD-P04-0002;EVD-P04-0003;EVD-P04-0004;EVD-P04-0005;EVD-P04-0006;EVD-P04-0007;EVD-P04-0008;EVD-P04-0009;EVD-P04-0010;EVD-P04-0011;EVD-P04-0012;EVD-P04-0013","Standard futures contract; capital fit depends on multiplier and margin in P06. Delivery/settlement risk unknown. Contract multiplier pending. Initial margin pending. Realtime data availability pending.","Use candidate_id as immutable key. P06 must verify multiplier, tick, margin, minimum quantity, data, and symbol-level Japan eligibility before pass.","2026-08-02T15:14:39.3532820+09:00","2026-08-02T15:14:39.3532820+09:00"
"CLU-EXP-LIVESTOCK-US-LEANHOGS","EXP-LIVESTOCK-US-LEANHOGS","EXP-LIVESTOCK-US-LEANHOGS","CAN-EXP-LIVESTOCK-US-LEANHOGS-FUTURE-STANDARD-CME-HE-IBSJ","VEH-FUTURE-STANDARD-CME-HE","豚赤身肉","Lean Hogs","livestock","livestock","PG-LIVESTOCK","direct_listed_derivative","same_risk_cluster_distinct_underlying","future_standard","HE","CME","Interactive Brokers Securities Japan Inc.","","pending_evidence","B","EVD-P04-0001;EVD-P04-0002;EVD-P04-0003;EVD-P04-0004;EVD-P04-0005;EVD-P04-0006;EVD-P04-0007;EVD-P04-0008;EVD-P04-0009;EVD-P04-0010;EVD-P04-0011;EVD-P04-0012;EVD-P04-0013","Standard futures contract; capital fit depends on multiplier and margin in P06. Delivery/settlement risk unknown. Contract multiplier pending. Initial margin pending. Realtime data availability pending.","Use candidate_id as immutable key. P06 must verify multiplier, tick, margin, minimum quantity, data, and symbol-level Japan eligibility before pass.","2026-08-02T15:14:39.3532820+09:00","2026-08-02T15:14:39.3532820+09:00"
"CLU-EXP-CRYPTO-GLOBAL-BTC","EXP-CRYPTO-GLOBAL-BTC","EXP-CRYPTO-GLOBAL-BTC","CAN-EXP-CRYPTO-GLOBAL-BTC-CRYPTO-FUTURE-CME-BTC-IBSJ","VEH-CRYPTO-FUTURE-CME-BTC","ビットコイン","Bitcoin","crypto","crypto_major","PG-CRYPTO-FUTURES","direct_listed_derivative","same_underlying_vehicle_variant","crypto_future","BTC","CME","Interactive Brokers Securities Japan Inc.","","pending_evidence","B","EVD-P04-0001;EVD-P04-0002;EVD-P04-0003;EVD-P04-0004;EVD-P04-0005;EVD-P04-0006;EVD-P04-0007;EVD-P04-0008;EVD-P04-0009;EVD-P04-0010;EVD-P04-0011;EVD-P04-0012;EVD-P04-0013EVD-P04-0016","Crypto futures contract; venue hours and data entitlement require separate treatment. Delivery/settlement risk unknown. Contract multiplier pending. Initial margin pending. Realtime data availability pending.","Use candidate_id as immutable key. P06 must verify multiplier, tick, margin, minimum quantity, data, and symbol-level Japan eligibility before pass.","2026-08-02T15:14:39.3532820+09:00","2026-08-02T15:14:39.3532820+09:00"
"CLU-EXP-CRYPTO-GLOBAL-BTC","EXP-CRYPTO-GLOBAL-BTC","EXP-CRYPTO-GLOBAL-BTC","CAN-EXP-CRYPTO-GLOBAL-BTC-CRYPTO-FUTURE-CME-MBT-IBSJ","VEH-CRYPTO-FUTURE-CME-MBT","ビットコイン","Bitcoin","crypto","crypto_major","PG-CRYPTO-FUTURES","direct_listed_derivative","same_underlying_vehicle_variant","crypto_future","MBT","CME","Interactive Brokers Securities Japan Inc.","","pending_evidence","B","EVD-P04-0001;EVD-P04-0002;EVD-P04-0003;EVD-P04-0004;EVD-P04-0005;EVD-P04-0006;EVD-P04-0007;EVD-P04-0008;EVD-P04-0009;EVD-P04-0010;EVD-P04-0011;EVD-P04-0012;EVD-P04-0013EVD-P04-0016","Crypto futures contract; venue hours and data entitlement require separate treatment. Delivery/settlement risk unknown. Contract multiplier pending. Initial margin pending. Realtime data availability pending.","Use candidate_id as immutable key. P06 must verify multiplier, tick, margin, minimum quantity, data, and symbol-level Japan eligibility before pass.","2026-08-02T15:14:39.3532820+09:00","2026-08-02T15:14:39.3532820+09:00"
"CLU-EXP-CRYPTO-GLOBAL-ETH","EXP-CRYPTO-GLOBAL-ETH","EXP-CRYPTO-GLOBAL-ETH","CAN-EXP-CRYPTO-GLOBAL-ETH-CRYPTO-FUTURE-CME-ETH-IBSJ","VEH-CRYPTO-FUTURE-CME-ETH","イーサリアム","Ether","crypto","crypto_major","PG-CRYPTO-FUTURES","direct_listed_derivative","same_underlying_vehicle_variant","crypto_future","ETH","CME","Interactive Brokers Securities Japan Inc.","","pending_evidence","B","EVD-P04-0001;EVD-P04-0002;EVD-P04-0003;EVD-P04-0004;EVD-P04-0005;EVD-P04-0006;EVD-P04-0007;EVD-P04-0008;EVD-P04-0009;EVD-P04-0010;EVD-P04-0011;EVD-P04-0012;EVD-P04-0013EVD-P04-0016","Crypto futures contract; venue hours and data entitlement require separate treatment. Delivery/settlement risk unknown. Contract multiplier pending. Initial margin pending. Realtime data availability pending.","Use candidate_id as immutable key. P06 must verify multiplier, tick, margin, minimum quantity, data, and symbol-level Japan eligibility before pass.","2026-08-02T15:14:39.3532820+09:00","2026-08-02T15:14:39.3532820+09:00"
"CLU-EXP-CRYPTO-GLOBAL-ETH","EXP-CRYPTO-GLOBAL-ETH","EXP-CRYPTO-GLOBAL-ETH","CAN-EXP-CRYPTO-GLOBAL-ETH-CRYPTO-FUTURE-CME-MET-IBSJ","VEH-CRYPTO-FUTURE-CME-MET","イーサリアム","Ether","crypto","crypto_major","PG-CRYPTO-FUTURES","direct_listed_derivative","same_underlying_vehicle_variant","crypto_future","MET","CME","Interactive Brokers Securities Japan Inc.","","pending_evidence","B","EVD-P04-0001;EVD-P04-0002;EVD-P04-0003;EVD-P04-0004;EVD-P04-0005;EVD-P04-0006;EVD-P04-0007;EVD-P04-0008;EVD-P04-0009;EVD-P04-0010;EVD-P04-0011;EVD-P04-0012;EVD-P04-0013EVD-P04-0016","Crypto futures contract; venue hours and data entitlement require separate treatment. Delivery/settlement risk unknown. Contract multiplier pending. Initial margin pending. Realtime data availability pending.","Use candidate_id as immutable key. P06 must verify multiplier, tick, margin, minimum quantity, data, and symbol-level Japan eligibility before pass.","2026-08-02T15:14:39.3532820+09:00","2026-08-02T15:14:39.3532820+09:00"
"CLU-EXP-CRYPTO-GLOBAL-SOL","EXP-CRYPTO-GLOBAL-SOL","EXP-CRYPTO-GLOBAL-SOL","CAN-EXP-CRYPTO-GLOBAL-SOL-CRYPTO-FUTURE-CME-SOL-IBSJ","VEH-CRYPTO-FUTURE-CME-SOL","ソラナ","Solana","crypto","crypto_major","PG-CRYPTO-FUTURES","direct_listed_derivative","same_risk_cluster_distinct_underlying","crypto_future","SOL","CME","Interactive Brokers Securities Japan Inc.","","pending_evidence","B","EVD-P04-0001;EVD-P04-0002;EVD-P04-0003;EVD-P04-0004;EVD-P04-0005;EVD-P04-0006;EVD-P04-0007;EVD-P04-0008;EVD-P04-0009;EVD-P04-0010;EVD-P04-0011;EVD-P04-0012;EVD-P04-0013EVD-P04-0016","Crypto futures contract; venue hours and data entitlement require separate treatment. Delivery/settlement risk unknown. Contract multiplier pending. Initial margin pending. Realtime data availability pending.","Use candidate_id as immutable key. P06 must verify multiplier, tick, margin, minimum quantity, data, and symbol-level Japan eligibility before pass.","2026-08-02T15:14:39.3532820+09:00","2026-08-02T15:14:39.3532820+09:00"
"CLU-EXP-CRYPTO-GLOBAL-XRP","EXP-CRYPTO-GLOBAL-XRP","EXP-CRYPTO-GLOBAL-XRP","CAN-EXP-CRYPTO-GLOBAL-XRP-CRYPTO-FUTURE-CME-XRP-IBSJ","VEH-CRYPTO-FUTURE-CME-XRP","XRP","XRP","crypto","crypto_major","PG-CRYPTO-FUTURES","direct_listed_derivative","same_risk_cluster_distinct_underlying","crypto_future","XRP","CME","Interactive Brokers Securities Japan Inc.","","pending_evidence","B","EVD-P04-0001;EVD-P04-0002;EVD-P04-0003;EVD-P04-0004;EVD-P04-0005;EVD-P04-0006;EVD-P04-0007;EVD-P04-0008;EVD-P04-0009;EVD-P04-0010;EVD-P04-0011;EVD-P04-0012;EVD-P04-0013EVD-P04-0016","Crypto futures contract; venue hours and data entitlement require separate treatment. Delivery/settlement risk unknown. Contract multiplier pending. Initial margin pending. Realtime data availability pending.","Use candidate_id as immutable key. P06 must verify multiplier, tick, margin, minimum quantity, data, and symbol-level Japan eligibility before pass.","2026-08-02T15:14:39.3532820+09:00","2026-08-02T15:14:39.3532820+09:00"
"CLU-EXP-SOFT-GLOBAL-SUGAR11","EXP-SOFT-GLOBAL-SUGAR11","EXP-SOFT-GLOBAL-SUGAR11","CAN-EXP-SOFT-GLOBAL-SUGAR11-FUTURE-STANDARD-ICEUS-SB-IBSJ","VEH-FUTURE-STANDARD-ICEUS-SB","砂糖11番","Sugar No 11","softs","agri_soft","PG-SOFTS","direct_listed_derivative","same_risk_cluster_distinct_underlying","future_standard","SB","ICEUS","Interactive Brokers Securities Japan Inc.","","pending_evidence","B","EVD-P04-0001;EVD-P04-0002;EVD-P04-0003;EVD-P04-0004;EVD-P04-0005;EVD-P04-0006;EVD-P04-0007;EVD-P04-0008;EVD-P04-0009;EVD-P04-0010;EVD-P04-0011;EVD-P04-0012;EVD-P04-0013;EVD-P04-0019","Standard futures contract; capital fit depends on multiplier and margin in P06. Delivery/settlement risk unknown. Contract multiplier pending. Initial margin pending. Realtime data availability pending.","Use candidate_id as immutable key. P06 must verify multiplier, tick, margin, minimum quantity, data, and symbol-level Japan eligibility before pass.","2026-08-02T15:14:39.3532820+09:00","2026-08-02T15:14:39.3532820+09:00"
"CLU-EXP-SOFT-GLOBAL-COFFEE","EXP-SOFT-GLOBAL-COFFEE","EXP-SOFT-GLOBAL-COFFEE","CAN-EXP-SOFT-GLOBAL-COFFEE-FUTURE-STANDARD-ICEUS-KC-IBSJ","VEH-FUTURE-STANDARD-ICEUS-KC","コーヒー","Coffee C","softs","agri_soft","PG-SOFTS","direct_listed_derivative","same_risk_cluster_distinct_underlying","future_standard","KC","ICEUS","Interactive Brokers Securities Japan Inc.","","pending_evidence","B","EVD-P04-0001;EVD-P04-0002;EVD-P04-0003;EVD-P04-0004;EVD-P04-0005;EVD-P04-0006;EVD-P04-0007;EVD-P04-0008;EVD-P04-0009;EVD-P04-0010;EVD-P04-0011;EVD-P04-0012;EVD-P04-0013;EVD-P04-0019","Standard futures contract; capital fit depends on multiplier and margin in P06. Delivery/settlement risk unknown. Contract multiplier pending. Initial margin pending. Realtime data availability pending.","Use candidate_id as immutable key. P06 must verify multiplier, tick, margin, minimum quantity, data, and symbol-level Japan eligibility before pass.","2026-08-02T15:14:39.3532820+09:00","2026-08-02T15:14:39.3532820+09:00"
"CLU-EXP-SOFT-GLOBAL-COCOA","EXP-SOFT-GLOBAL-COCOA","EXP-SOFT-GLOBAL-COCOA","CAN-EXP-SOFT-GLOBAL-COCOA-FUTURE-STANDARD-ICEUS-CC-IBSJ","VEH-FUTURE-STANDARD-ICEUS-CC","ココア","Cocoa","softs","agri_soft","PG-SOFTS","direct_listed_derivative","same_risk_cluster_distinct_underlying","future_standard","CC","ICEUS","Interactive Brokers Securities Japan Inc.","","pending_evidence","B","EVD-P04-0001;EVD-P04-0002;EVD-P04-0003;EVD-P04-0004;EVD-P04-0005;EVD-P04-0006;EVD-P04-0007;EVD-P04-0008;EVD-P04-0009;EVD-P04-0010;EVD-P04-0011;EVD-P04-0012;EVD-P04-0013;EVD-P04-0019","Standard futures contract; capital fit depends on multiplier and margin in P06. Delivery/settlement risk unknown. Contract multiplier pending. Initial margin pending. Realtime data availability pending.","Use candidate_id as immutable key. P06 must verify multiplier, tick, margin, minimum quantity, data, and symbol-level Japan eligibility before pass.","2026-08-02T15:14:39.3532820+09:00","2026-08-02T15:14:39.3532820+09:00"
"CLU-EXP-SOFT-GLOBAL-COTTON","EXP-SOFT-GLOBAL-COTTON","EXP-SOFT-GLOBAL-COTTON","CAN-EXP-SOFT-GLOBAL-COTTON-FUTURE-STANDARD-ICEUS-CT-IBSJ","VEH-FUTURE-STANDARD-ICEUS-CT","綿花","Cotton No 2","softs","agri_soft","PG-SOFTS","direct_listed_derivative","same_risk_cluster_distinct_underlying","future_standard","CT","ICEUS","Interactive Brokers Securities Japan Inc.","","pending_evidence","B","EVD-P04-0001;EVD-P04-0002;EVD-P04-0003;EVD-P04-0004;EVD-P04-0005;EVD-P04-0006;EVD-P04-0007;EVD-P04-0008;EVD-P04-0009;EVD-P04-0010;EVD-P04-0011;EVD-P04-0012;EVD-P04-0013;EVD-P04-0019","Standard futures contract; capital fit depends on multiplier and margin in P06. Delivery/settlement risk unknown. Contract multiplier pending. Initial margin pending. Realtime data availability pending.","Use candidate_id as immutable key. P06 must verify multiplier, tick, margin, minimum quantity, data, and symbol-level Japan eligibility before pass.","2026-08-02T15:14:39.3532820+09:00","2026-08-02T15:14:39.3532820+09:00"
"CLU-EXP-SOFT-GLOBAL-OJ","EXP-SOFT-GLOBAL-OJ","EXP-SOFT-GLOBAL-OJ","CAN-EXP-SOFT-GLOBAL-OJ-FUTURE-STANDARD-ICEUS-OJ-IBSJ","VEH-FUTURE-STANDARD-ICEUS-OJ","オレンジジュース","Frozen Concentrated Orange Juice","softs","agri_soft","PG-SOFTS","direct_listed_derivative","same_risk_cluster_distinct_underlying","future_standard","OJ","ICEUS","Interactive Brokers Securities Japan Inc.","","pending_evidence","B","EVD-P04-0001;EVD-P04-0002;EVD-P04-0003;EVD-P04-0004;EVD-P04-0005;EVD-P04-0006;EVD-P04-0007;EVD-P04-0008;EVD-P04-0009;EVD-P04-0010;EVD-P04-0011;EVD-P04-0012;EVD-P04-0013;EVD-P04-0019","Standard futures contract; capital fit depends on multiplier and margin in P06. Delivery/settlement risk unknown. Contract multiplier pending. Initial margin pending. Realtime data availability pending.","Use candidate_id as immutable key. P06 must verify multiplier, tick, margin, minimum quantity, data, and symbol-level Japan eligibility before pass.","2026-08-02T15:14:39.3532820+09:00","2026-08-02T15:14:39.3532820+09:00"
"CLU-EXP-FX-US-DOLLARINDEX","EXP-FX-US-DOLLARINDEX","EXP-FX-US-DOLLARINDEX","CAN-EXP-FX-US-DOLLARINDEX-FUTURE-STANDARD-ICEUS-DX-IBSJ","VEH-FUTURE-STANDARD-ICEUS-DX","米ドル指数","U.S. Dollar Index","fx","fx_g10","PG-FX-CURRENCY-FUTURES","direct_listed_derivative","same_risk_cluster_distinct_underlying","future_standard","DX","ICEUS","Interactive Brokers Securities Japan Inc.","","pending_evidence","B","EVD-P04-0001;EVD-P04-0002;EVD-P04-0003;EVD-P04-0004;EVD-P04-0005;EVD-P04-0006;EVD-P04-0007;EVD-P04-0008;EVD-P04-0009;EVD-P04-0010;EVD-P04-0011;EVD-P04-0012;EVD-P04-0013;EVD-P04-0019","Standard futures contract; capital fit depends on multiplier and margin in P06. Delivery/settlement risk unknown. Contract multiplier pending. Initial margin pending. Realtime data availability pending.","Use candidate_id as immutable key. P06 must verify multiplier, tick, margin, minimum quantity, data, and symbol-level Japan eligibility before pass.","2026-08-02T15:14:39.3532820+09:00","2026-08-02T15:14:39.3532820+09:00"
"CLU-EXP-EQ-US-NYSEFANG","EXP-EQ-US-NYSEFANG","EXP-EQ-US-NYSEFANG","CAN-EXP-EQ-US-NYSEFANG-FUTURE-STANDARD-ICEUS-FANG-IBSJ","VEH-FUTURE-STANDARD-ICEUS-FANG","NYSE FANG+指数","NYSE FANG+ Index","equity_index","global_equity_us_growth","PG-EQ-US","direct_listed_derivative","same_risk_cluster_distinct_underlying","future_standard","FANG","ICEUS","Interactive Brokers Securities Japan Inc.","","pending_evidence","B","EVD-P04-0001;EVD-P04-0002;EVD-P04-0003;EVD-P04-0004;EVD-P04-0005;EVD-P04-0006;EVD-P04-0007;EVD-P04-0008;EVD-P04-0009;EVD-P04-0010;EVD-P04-0011;EVD-P04-0012;EVD-P04-0013;EVD-P04-0019","Standard futures contract; capital fit depends on multiplier and margin in P06. Delivery/settlement risk unknown. Contract multiplier pending. Initial margin pending. Realtime data availability pending.","Use candidate_id as immutable key. P06 must verify multiplier, tick, margin, minimum quantity, data, and symbol-level Japan eligibility before pass.","2026-08-02T15:14:39.3532820+09:00","2026-08-02T15:14:39.3532820+09:00"
"CLU-EXP-ENERGY-EU-BRENT","EXP-ENERGY-EU-BRENT","EXP-ENERGY-EU-BRENT","CAN-EXP-ENERGY-EU-BRENT-FUTURE-STANDARD-ICEEU-B-IBSJ","VEH-FUTURE-STANDARD-ICEEU-B","ICEブレント原油","ICE Brent Crude","energy","energy_crude","PG-ENERGY-FUTURES","direct_listed_derivative","same_risk_cluster_distinct_underlying","future_standard","B","ICEEU","Interactive Brokers Securities Japan Inc.","","pending_evidence","B","EVD-P04-0001;EVD-P04-0002;EVD-P04-0003;EVD-P04-0004;EVD-P04-0005;EVD-P04-0006;EVD-P04-0007;EVD-P04-0008;EVD-P04-0009;EVD-P04-0010;EVD-P04-0011;EVD-P04-0012;EVD-P04-0013;EVD-P04-0019","Standard futures contract; capital fit depends on multiplier and margin in P06. Delivery/settlement risk unknown. Contract multiplier pending. Initial margin pending. Realtime data availability pending.","Use candidate_id as immutable key. P06 must verify multiplier, tick, margin, minimum quantity, data, and symbol-level Japan eligibility before pass.","2026-08-02T15:14:39.3532820+09:00","2026-08-02T15:14:39.3532820+09:00"
